"Gesundheitsbereich";"Thema";"Seitenelement";"Textfunktion";"Kontext / Variante";"Deutscher Ausgangstext";"Aktueller Text";"Neuer Text";"Review-Kommentar";"Freigabe durch";"Freigabestatus";"Prüfhinweis";"Platzhalter";"Geschützte Begriffe";"ID (technisch)";"Domain (technisch)";"Sprache (technisch)";"Austauschformat (technisch)";"Quellversion (technisch)";"Zeilen-Hash (technisch)"
"Fragebogen";"Fragebogen";"Fragebogen";"Antwortoption";"Frage «Alkohol» · Antwortoption";"Keine Angaben";"Nessuna indicazione";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"questionnaire.question.alkohol.option.keine_angabe";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"7e805e77558a9fb9a8b638b96b24609efcacc4bb06e8e091186ee4f365cdbce6"
"Fragebogen";"Fragebogen";"Fragebogen";"Antwortoption";"Frage «Alkohol» · Antwortoption";"2–4 x pro Monat";"2–4 volte al mese";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"questionnaire.question.alkohol.option.m1_4";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"5a5a3d0904dbd7590cdb1df14893eba10031514d6ad15516b261a44114e6274b"
"Fragebogen";"Fragebogen";"Fragebogen";"Antwortoption";"Frage «Alkohol» · Antwortoption";"Nie oder selten";"Mai o raramente";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"questionnaire.question.alkohol.option.nie_selten";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"6cc85bcf75c035c564aa77cc3d95deb73fffbd0146962e0cdb901a9991fcef8c"
"Fragebogen";"Fragebogen";"Fragebogen";"Antwortoption";"Frage «Alkohol» · Antwortoption";"2–3 x pro Woche";"2–3 volte alla settimana";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"questionnaire.question.alkohol.option.w2_3";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"ea0a13cf7df71ca47392ecc8faf0c8f7ee7891de8202b900624d4165138a0c2a"
"Fragebogen";"Fragebogen";"Fragebogen";"Antwortoption";"Frage «Alkohol» · Antwortoption";"4 x oder öfter pro Woche";"4 volte o più alla settimana";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"questionnaire.question.alkohol.option.w4plus";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"9ec49834d4617495532bcd74a9e03b92772d6952837fd01b28273b201158d341"
"Fragebogen";"Fragebogen";"Fragebogen";"Eingabehinweis";"Frage «Alter» · Eingabehinweis";"z. B. 45";"ad es. 45";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"questionnaire.question.alter.placeholder";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"096a3cbe5c2638342211c2f8eb856a2cf4b0eb7140d76f05eb60b82af4f7e4c9"
"Fragebogen";"Fragebogen";"Fragebogen";"Einheit";"Frage «Alter» · Einheit";"Jahre";"anni";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"questionnaire.question.alter.unit";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"b0a40bb3d17c851a2611b6946784f97b152f1782ef063b3d353e404e60b39809"
"Fragebogen";"Fragebogen";"Fragebogen";"Frage";"Frage «Alter» · Fragetext";"Bitte geben Sie Ihr Alter in Jahren an.";"Indichi la Sua età in anni.";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"questionnaire.question.alter.text";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"4222ca27ab2e03e82d341f3fc4096e834b6f0dd408819bf39157ba6142470a83"
"Fragebogen";"Fragebogen";"Fragebogen";"Frage";"Frage «Ausdauer intensiv» · Fragetext";"Wie viele Stunden intensive Ausdaueraktivität machen Sie pro Woche?";"Quante ore di attività aerobica intensa svolge alla settimana?";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"questionnaire.question.ausdauer_intensiv.text";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"4e75608df154d76ac287fbcd9d55d329f802cdc15a0a7348c581825d4dc15c59"
"Fragebogen";"Fragebogen";"Fragebogen";"Hilfetext";"Frage «Ausdauer intensiv» · Hilfetext";"Sie geraten ins Schwitzen und können nur noch wenige Worte oder gar nicht mehr sprechen (z. B. Joggen, schnelles Radfahren, intensives Schwimmen).

<b>WHO-Empfehlung:</b> Mindestens 75 Minuten intensive Aktivität pro Woche, wobei jede Aktivitätsdauer zählt.";"Suda e riesce a pronunciare solo poche parole o non riesce più a parlare (ad es. jogging, ciclismo veloce, nuoto intenso).

<b>Raccomandazione dell’OMS:</b> almeno 75 minuti di attività intensa alla settimana; ogni durata dell’attività conta.";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"questionnaire.question.ausdauer_intensiv.help";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"0938e0d5e7060b31a978645fc59f48305d35926887e636cf28097c9be9a8fb81"
"Fragebogen";"Fragebogen";"Fragebogen";"Titel des Hilfetexts";"Frage «Ausdauer intensiv» · Titel des Hilfetexts";"Was bedeutet intensive Ausdaueraktivität?";"Che cosa si intende per attività aerobica intensa?";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"questionnaire.question.ausdauer_intensiv.help_title";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"a704d2734f4a32b41b1c24e811ffe1df9e3dea7c78d1d9c765dfcf86558f431c"
"Fragebogen";"Fragebogen";"Fragebogen";"Antwortoption";"Frage «Ausdauer intensiv» · Antwortoption";"Keine";"Nessuna";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"questionnaire.question.ausdauer_intensiv.option.keine";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"d34001f8736e6eba9e218a3522c6e6f1d4b433979255ec5f23e9a3f405dc1d00"
"Fragebogen";"Fragebogen";"Fragebogen";"Antwortoption";"Frage «Ausdauer intensiv» · Antwortoption";"30 min – 1 h 15 min";"30 min – 1 h 15 min";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"questionnaire.question.ausdauer_intensiv.option.m30_75";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"51d1a1666a2ca053bad321fc766de072047d57c6e96c610d6d1a057b1855faf9"
"Fragebogen";"Fragebogen";"Fragebogen";"Antwortoption";"Frage «Ausdauer intensiv» · Antwortoption";"1 h 15 min – 2 h 30 min";"1 h 15 min – 2 h 30 min";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"questionnaire.question.ausdauer_intensiv.option.m75_150";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"3106eee8304e9b8da7c1aaf34606b6f50dd985c26d1219d6c27523d50c238384"
"Fragebogen";"Fragebogen";"Fragebogen";"Antwortoption";"Frage «Ausdauer intensiv» · Antwortoption";"Weniger als 30 min";"Meno di 30 min";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"questionnaire.question.ausdauer_intensiv.option.u30";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"ca132b980f2c2bf6901698e969ef190404a9d70e25c4ec8fe29867fd49ee61b7"
"Fragebogen";"Fragebogen";"Fragebogen";"Antwortoption";"Frage «Ausdauer intensiv» · Antwortoption";"2 h 30 min oder mehr";"2 h 30 min o più";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"questionnaire.question.ausdauer_intensiv.option.ue150";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"6d379c237af7571cb6edaacbcee3130cdf8cff8259716a94f8d5450d69404dc8"
"Fragebogen";"Fragebogen";"Fragebogen";"Frage";"Frage «Ausdauer moderat» · Fragetext";"Wie viele Stunden moderate Ausdaueraktivität machen Sie pro Woche?";"Quante ore di attività aerobica moderata svolge alla settimana?";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"questionnaire.question.ausdauer_moderat.text";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"4cbe04c9797f97f5096f68e4452b9bfdc960b8b552aeca77ac7827d668c56cae"
"Fragebogen";"Fragebogen";"Fragebogen";"Hilfetext";"Frage «Ausdauer moderat» · Hilfetext";"Sie atmen schneller als normal, können sich aber noch unterhalten (z. B. zügiges Gehen, langsames Radfahren, Schwimmen in mässigem Tempo).

<b>WHO-Empfehlung:</b> Mindestens 150 Minuten moderate Aktivität pro Woche, wobei jede Aktivitätsdauer zählt.";"Respira più velocemente del normale, ma riesce ancora a conversare (ad es. camminata a passo sostenuto, ciclismo lento, nuoto a ritmo moderato).

<b>Raccomandazione dell’OMS:</b> almeno 150 minuti di attività moderata alla settimana; ogni durata dell’attività conta.";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"questionnaire.question.ausdauer_moderat.help";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"fc314441771a71df4fb8a085b77013e5843f3923100f43e220b1b2c4e5ca3ef2"
"Fragebogen";"Fragebogen";"Fragebogen";"Titel des Hilfetexts";"Frage «Ausdauer moderat» · Titel des Hilfetexts";"Was bedeutet moderate Ausdaueraktivität?";"Che cosa si intende per attività aerobica moderata?";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"questionnaire.question.ausdauer_moderat.help_title";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"d8b377208c0e8aabbd591c64943c6a66b88abea2c2374054cf064b594f328d30"
"Fragebogen";"Fragebogen";"Fragebogen";"Antwortoption";"Frage «Ausdauer moderat» · Antwortoption";"2 h 30 min – 5 h";"2 h 30 min – 5 h";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"questionnaire.question.ausdauer_moderat.option.m150_300";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"c28d9145d632ceb571f46ac60d9b2766b7baa5f2ff8de39963d8874e5010eb45"
"Fragebogen";"Fragebogen";"Fragebogen";"Antwortoption";"Frage «Ausdauer moderat» · Antwortoption";"30 min – 1 h 15 min";"30 min – 1 h 15 min";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"questionnaire.question.ausdauer_moderat.option.m30_75";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"b6595bf8829f8e7dd3c07cfef8f5c6503a3a1640ad434ef107549b2876720f21"
"Fragebogen";"Fragebogen";"Fragebogen";"Antwortoption";"Frage «Ausdauer moderat» · Antwortoption";"1 h 15 min – 2 h 30 min";"1 h 15 min – 2 h 30 min";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"questionnaire.question.ausdauer_moderat.option.m75_150";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"0427df59f91bc62e354158d075713873541280db21e7f4c7d49570f9c803d0a7"
"Fragebogen";"Fragebogen";"Fragebogen";"Antwortoption";"Frage «Ausdauer moderat» · Antwortoption";"Weniger als 30 min";"Meno di 30 min";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"questionnaire.question.ausdauer_moderat.option.u30";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"1737590cf24ac71a2e5e9fcb9915d15e4494efa286eefcdef862914ec37063fc"
"Fragebogen";"Fragebogen";"Fragebogen";"Antwortoption";"Frage «Ausdauer moderat» · Antwortoption";"5 h oder mehr";"5 h o più";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"questionnaire.question.ausdauer_moderat.option.ue300";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"1b698502d620717fa46ad84044fe388d76ebc7f9bc15f0883f058312d51cfcc6"
"Fragebogen";"Fragebogen";"Fragebogen";"Eingabehinweis";"Frage «Bauchumfang» · Eingabehinweis";"z. B. 92";"ad es. 92";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"questionnaire.question.bauchumfang.placeholder";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"832d85989bd956131358a037237d8e91645c8e388088acec77fa60c7f64cb98a"
"Fragebogen";"Fragebogen";"Fragebogen";"Einheit";"Frage «Bauchumfang» · Einheit";"cm";"cm";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"questionnaire.question.bauchumfang.unit";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"0c072f4586d268f02e64ca96723ee728a26f2fd9686155a147f187f7e53cc38e"
"Fragebogen";"Fragebogen";"Fragebogen";"Frage";"Frage «Bauchumfang» · Fragetext";"Kennen Sie Ihren Taillenumfang?";"Conosce la Sua circonferenza vita?";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"questionnaire.question.bauchumfang.text";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"5cf309ca9dd905f423f4bba6648f4c8c9244af26a6ad03152e064c7f7b00008a"
"Fragebogen";"Fragebogen";"Fragebogen";"Hilfetext";"Frage «Bauchumfang» · Hilfetext";"Messen Sie nach normalem Ausatmen ungefähr auf halber Strecke zwischen der untersten tastbaren Rippe und der Oberkante des Beckenkamms. Bauchfett ist stoffwechselaktiv – das Verhältnis von Taille zu Körpergrösse ergänzt den BMI als praktischer Marker der zentralen Fettverteilung. Wenn Sie den Wert nicht kennen oder schwanger sind, lassen Sie das Feld einfach leer.";"Misuri dopo una normale espirazione, all’incirca a metà tra la costola palpabile più bassa e il bordo superiore della cresta iliaca. Il grasso addominale è metabolicamente attivo: il rapporto vita-altezza completa il BMI come pratico indicatore della distribuzione centrale del grasso. Se non conosce il valore o è in gravidanza, lasci semplicemente vuoto il campo.";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"questionnaire.question.bauchumfang.help";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"bc02e41a5c3f04633a178e6dbfe76fdb08fbb54d8a56d6d41fca7392e0678cf2"
"Fragebogen";"Fragebogen";"Fragebogen";"Frage";"Frage «Belastbarkeit» · Fragetext";"Ich bewahre auch in schwierigen Situationen den Überblick und Ruhe.";"Riesco a mantenere la visione d’insieme e la calma anche nelle situazioni difficili.";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"questionnaire.question.belastbarkeit.text";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"7ef874fb6e7c7033c29e75c5d2634a3fed773adda2ccd4f3e22bb1254e4c9c96"
"Fragebogen";"Fragebogen";"Fragebogen";"Frage";"Frage «Beweglichkeit» · Fragetext";"Wie schwer fällt es Ihnen, ohne Hilfe vom Boden aufzustehen?";"Quanto Le risulta difficile alzarsi da terra senza aiuto?";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"questionnaire.question.beweglichkeit.text";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"723ba5c374224c5d2865bc4f5e0e5074ec8ddf00bd799606636c62c07d73a83c"
"Fragebogen";"Fragebogen";"Fragebogen";"Antwortoption";"Frage «Beweglichkeit» · Antwortoption";"Überhaupt nicht schwer";"Per nulla difficile";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"questionnaire.question.beweglichkeit.option.gar_nicht";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"78ecf3fd682427c048132efb22cdda0769c9725755a007ba8f0484006a229a06"
"Fragebogen";"Fragebogen";"Fragebogen";"Antwortoption";"Frage «Beweglichkeit» · Antwortoption";"Mässig schwer";"Moderatamente difficile";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"questionnaire.question.beweglichkeit.option.maessig";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"c61d83788b947543a0b8361b4e029344c2ad4735d9e7055769cad547a98834ff"
"Fragebogen";"Fragebogen";"Fragebogen";"Antwortoption";"Frage «Beweglichkeit» · Antwortoption";"Unmöglich";"Impossibile";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"questionnaire.question.beweglichkeit.option.nicht";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"531ddab2c7aa77528c32c3c89ca09b4b54650f8dd309929b72c49849bc062c44"
"Fragebogen";"Fragebogen";"Fragebogen";"Antwortoption";"Frage «Beweglichkeit» · Antwortoption";"Wenig schwer";"Poco difficile";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"questionnaire.question.beweglichkeit.option.wenig";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"615a999f57c79ad0cba1c1c2f285a582b3a5abebee2d2bb324b62179c790a070"
"Fragebogen";"Fragebogen";"Fragebogen";"Antwortoption";"Frage «Beweglichkeit» · Antwortoption";"Sehr schwer";"Molto difficile";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"questionnaire.question.beweglichkeit.option.ziemlich";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"3095dfdf82487c1097c53948e16ca1f0535e7b6edb6a773490ea994519d73a5b"
"Fragebogen";"Fragebogen";"Fragebogen";"Frage";"Frage «Bluthochdruck» · Fragetext";"Wurde bei Ihnen ärztlich Bluthochdruck festgestellt oder nehmen Sie Blutdruckmedikamente?";"Le è stata diagnosticata da un medico l’ipertensione arteriosa oppure assume farmaci per la pressione?";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"questionnaire.question.bluthochdruck.text";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"a00459984586844fb9cefd1a16a6b2193d3e157c4042c13f11d5bd6e077382ba"
"Fragebogen";"Fragebogen";"Fragebogen";"Hilfetext";"Frage «Bluthochdruck» · Hilfetext";"Bluthochdruck (ab ca. 140/90 mmHg) verläuft oft unbemerkt, lässt sich aber gut behandeln. Wenn Sie unsicher sind, lohnt sich eine Messung.";"L’ipertensione arteriosa (a partire da circa 140/90 mmHg) spesso non dà sintomi, ma può essere trattata efficacemente. Se non ne è sicuro/a, vale la pena misurarla.";"";"";"Marketing, Medizin";"Prüfung erforderlich";"";"";"";"questionnaire.question.bluthochdruck.help";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"a808f4755869af5146bad2e7b760d98adac34972ada314f5ded05a01895d645b"
"Fragebogen";"Fragebogen";"Fragebogen";"Antwortoption";"Frage «Bluthochdruck» · Antwortoption";"Ja";"Sì";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"questionnaire.question.bluthochdruck.option.ja";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"efbf124c6d931728e82d4e5c6799fe7faa5311957398eb721a235a14eceab9a4"
"Fragebogen";"Fragebogen";"Fragebogen";"Antwortoption";"Frage «Bluthochdruck» · Antwortoption";"Nein";"No";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"questionnaire.question.bluthochdruck.option.nein";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"d38895826fe2b12ffa4730f20b3506b39e323b12bea8e02585225ffb28465012"
"Fragebogen";"Fragebogen";"Fragebogen";"Antwortoption";"Frage «Bluthochdruck» · Antwortoption";"Weiss ich nicht";"Non lo so";"";"";"Marketing";"Prüfung erforderlich";"";"";"";"questionnaire.question.bluthochdruck.option.weiss_nicht";"questionnaire";"it-CH";"3";"v1:3c6570e9d1cf1299b1cb2a03287e43d6c3af506998a6646f1e2c1a1b8497e81a";"c07efd20f2d1259413a4ffc05df2c4058827be3a9839697ce57a18f4c684415b"
